,uid,recency,frequency,monetary
1633,VOXLAT0006010732024066634,101,1,649.0
1634,VOXLAT0006010732024067863,62,10,779.02
1635,VOXLAT0006010732024070354,156,1,881.19
1636,VOXLAT0006010732024072129,66,7,896.6299999999999
1637,VOXLAT0006010732024072392,300,1,9.99
1638,VOXLAT0006010732024073945,293,1,182.78
1639,VOXLAT0006010732024075155,280,2,19.88
1640,VOXLAT0006010732024075890,98,1,78.41
1641,VOXLAT0006010732024084702,348,1,39.92
1642,VOXLAT0006010732024085501,258,2,498.46999999999997
1643,VOXLAT0006010732024085550,90,1,125.7
1644,VOXLAT0006010732024086053,298,1,40.99
1645,VOXLAT0006010732024089057,16,1,76.66
1646,VOXLAT0006010732024089669,247,3,108.02000000000001
1647,VOXLAT0006010732024090824,233,3,334.98
1648,VOXLAT0006010732024094115,257,2,1039.2
1649,VOXLAT0006010732024095690,84,3,337.48
1650,VOXLAT0006010732024096102,242,1,132.73
1651,VOXLAT0006010732024097043,270,2,346.0
1652,VOXLAT0006010732024097993,135,1,274.59
1653,VOXLAT0006010732024102454,288,1,618.54
1654,VOXLAT0006010732024103106,119,1,179.24
1655,VOXLAT0006010732024103304,214,2,140.98
1656,VOXLAT0006010732024104609,233,1,251.78
1657,VOXLAT0006010732024107677,276,1,276.61
1658,VOXLAT0006010732024107933,172,5,336.43
1659,VOXLAT0006010732024108873,63,43,2379.3599999999997
1660,VOXLAT0006010732024109145,156,1,557.61
1661,VOXLAT0006010732024109558,298,1,488.88
1662,VOXLAT0006010732024113055,54,2,211.95
1663,VOXLAT0006010732024113071,74,2,128.9
1664,VOXLAT0006010732024115845,114,1,523.89
1665,VOXLAT0006010732024117437,112,2,410.94
1666,VOXLAT0006010732024119631,325,1,364.36
1667,VOXLAT0006010732024119813,264,2,340.89
1668,VOXLAT0006010732024124219,226,1,179.95
1669,VOXLAT0006010732024126362,326,2,57.28
1670,VOXLAT0006010732024127550,98,2,683.47
1671,VOXLAT0006010732024129200,224,1,69.99
1672,VOXLAT0006010732024130752,243,1,194.14
1673,VOXLAT0006010732024131164,278,1,129.95
1674,VOXLAT0006010732024132204,242,1,439.0
1675,VOXLAT0006010732024133541,235,1,270.96
1676,VOXLAT0006010732024134879,350,1,100.99
1677,VOXLAT0006010732024134978,92,1,81.05
1678,VOXLAT0006010732024135843,55,4,528.75
1679,VOXLAT0006010732024136254,261,1,294.66
1680,VOXLAT0006010732024138680,258,1,145.0
1681,VOXLAT0006010732024140041,121,1,119.0
1682,VOXLAT0006010732024141791,125,1,83.65
1683,VOXLAT0006010732024143193,220,2,103.96
1684,VOXLAT0006010732024145362,39,1,479.95
1685,VOXLAT0006010732024146378,215,3,104.96
1686,VOXLAT0006010732024149166,69,7,599.12
1687,VOXLAT0006010732024153960,151,1,513.48
1688,VOXLAT0006010732024156484,253,1,18.43
1689,VOXLAT0006010732024157003,85,1,301.35
1690,VOXLAT0006010732024159876,120,2,169.99
1691,VOXLAT0006010732024160163,25,1,305.13
1692,VOXLAT0006010732024160981,10,3,102.47
1693,VOXLAT0006010732024161096,93,10,4252.0
1694,VOXLAT0006010732024162318,256,3,208.48
1695,VOXLAT0006010732024162524,21,2,211.95
1696,VOXLAT0006010732024164223,188,7,675.8
1697,VOXLAT0006010732024164983,71,1,91.59
1698,VOXLAT0006010732024165204,20,2,72.75
1699,VOXLAT0006010732024167028,219,1,118.95
1700,VOXLAT0006010732024167515,203,1,342.67
1701,VOXLAT0006010732024167564,150,1,886.7
1702,VOXLAT0006010732024169859,44,8,2363.09
1703,VOXLAT0006010732024172473,271,2,130.0
1704,VOXLAT0006010732024174115,212,2,155.68
1705,VOXLAT0006010732024174735,145,1,22.99
1706,VOXLAT0006010732024175997,350,1,67.9
1707,VOXLAT0006010732024178025,238,1,22.99
1708,VOXLAT0006010732024178082,342,1,60.79
1709,VOXLAT0006010732024178298,131,3,1308.24
1710,VOXLAT0006010732024180401,261,2,177.8
1711,VOXLAT0006010732024180799,73,2,303.54999999999995
1712,VOXLAT0006010732024181573,268,1,263.86
1713,VOXLAT0006010732024182118,154,2,239.98000000000002
1714,VOXLAT0006010732024184023,137,1,438.76
1715,VOXLAT0006010732024188917,175,1,71.21
1716,VOXLAT0006010732024190830,239,1,32.52
1717,VOXLAT0006010732024190947,90,2,790.52
1718,VOXLAT0006010732024191374,232,6,161.01
1719,VOXLAT0006010732024192497,343,2,224.98
1720,VOXLAT0006010732024192679,98,3,330.14
1721,VOXLAT0006010732024192844,95,2,147.99
1722,VOXLAT0006010732024193537,269,2,757.86
1723,VOXLAT0006010732024193685,98,8,638.9
1724,VOXLAT0006010732024195854,270,1,186.92
1725,VOXLAT0006010732024197041,241,1,254.25
1726,VOXLAT0006010732024200050,299,2,104.0
1727,VOXLAT0006010732024201827,329,1,9.99
1728,VOXLAT0006010732024207782,159,2,88.94999999999999
1729,VOXLAT0006010732024208624,126,15,1075.8799999999999
1730,VOXLAT0006010732024208848,350,1,266.6
1731,VOXLAT0006010732024209002,313,1,279.85
1732,VOXLAT0006010732024210430,196,1,1777.03
1733,VOXLAT0006010732024214689,284,1,82.49
1734,VOXLAT0006010732024215348,149,1,115.9
1735,VOXLAT0006010732024216338,232,1,112.5
1736,VOXLAT0006010732024216718,194,1,410.1
1737,VOXLAT0006010732024218078,327,1,85.99
1738,VOXLAT0006010732024218821,330,1,310.0
1739,VOXLAT0006010732024219977,49,1,223.12
1740,VOXLAT0006010732024220314,143,1,134.1
1741,VOXLAT0006010732024220835,261,1,50.0
1742,VOXLAT0006010732024221536,125,1,449.25
1743,VOXLAT0006010732024224704,240,1,169.99
1744,VOXLAT0006010732024225883,129,5,1023.59
1745,VOXLAT0006010732024227418,20,2,175.9
1746,VOXLAT0006010732024231873,33,4,311.03
1747,VOXLAT0006010732024234455,96,1,536.04
1748,VOXLAT0006010732024236286,346,2,154.99
1749,VOXLAT0006010732024239157,254,1,149.94
1750,VOXLAT0006010732024242060,172,2,909.05
1751,VOXLAT0006010732024242607,259,13,897.08
1752,VOXLAT0006010732024243555,94,1,20.99
1753,VOXLAT0006010732024245592,240,4,135.5
1754,VOXLAT0006010732024249321,259,2,76.5
1755,VOXLAT0006010732024253109,148,1,140.89
1756,VOXLAT0006010732024259999,62,2,309.98
1757,VOXLAT0006010732024260187,74,1,34.99
1758,VOXLAT0006010732024262480,34,2,821.65
1759,VOXLAT0006010732024262977,283,1,169.99
1760,VOXLAT0006010732024265319,33,1,50.5
1761,VOXLAT0006010732024267612,285,2,149.25
1762,VOXLAT0006010732024268719,285,7,331.35
1763,VOXLAT0006010732024270392,147,1,153.94
1764,VOXLAT0006010732024272661,146,33,3288.65
1765,VOXLAT0006010732024273677,102,2,592.79
1766,VOXLAT0006010732024274766,26,1,200.0
1767,VOXLAT0006010732024275359,33,1,273.75
1768,VOXLAT0006010732024275797,90,1,167.88
1769,VOXLAT0006010732024276241,267,1,299.9
1770,VOXLAT0006010732024278346,82,1,149.45
1771,VOXLAT0006010732024279435,325,1,82.85
1772,VOXLAT0006010732024281209,129,2,843.1500000000001
1773,VOXLAT0006010732024281886,128,1,10.0
1774,VOXLAT0006010732024282801,136,2,653.55
1775,VOXLAT0006010732024283387,187,3,289.98
1776,VOXLAT0006010732024285408,220,1,519.0
1777,VOXLAT0006010732024286554,33,2,136.79
1778,VOXLAT0006010732024287305,325,1,74.6
1779,VOXLAT0006010732024287537,326,1,22.99
1780,VOXLAT0006010732024288659,169,1,109.95
1781,VOXLAT0006010732024288717,273,1,45.5
1782,VOXLAT0006010732024289038,122,2,131.64
1783,VOXLAT0006010732024291299,173,1,179.95
1784,VOXLAT0006010732024291828,253,2,121.80000000000001
1785,VOXLAT0006010732024294210,121,1,54.54
1786,VOXLAT0006010732024294327,302,1,53.9
1787,VOXLAT0006010732024296942,207,2,318.26
1788,VOXLAT0006010732024297221,330,1,328.63
1789,VOXLAT0006010732024298591,231,1,26.85
1790,VOXLAT0006010732024298864,17,4,1149.16
1791,VOXLAT0006010732024300033,39,2,96.46000000000001
1792,VOXLAT0006010732024300827,156,1,31.49
1793,VOXLAT0006010732024301601,150,1,160.97
1794,VOXLAT0006010732024301874,98,1,159.95
1795,VOXLAT0006010732024302633,90,5,792.12
1796,VOXLAT0006010732024303979,161,15,1309.41
1797,VOXLAT0006010732024304340,338,1,82.77
1798,VOXLAT0006010732024305008,263,2,10.0
1799,VOXLAT0006010732024309539,275,1,386.99
1800,VOXLAT0006010732024310511,192,1,312.57
1801,VOXLAT0006010732024310776,18,2,252.41
1802,VOXLAT0006010732024314042,234,1,149.9
1803,VOXLAT0006010732024314166,298,4,551.96
1804,VOXLAT0006010732024314588,208,4,406.96
1805,VOXLAT0006010732024315205,328,1,47.98
1806,VOXLAT0006010732024319009,53,1,683.0
1807,VOXLAT0006010732024319686,338,1,190.0
1808,VOXLAT0006010732024320809,341,1,119.96
1809,VOXLAT0006010732024321294,85,1,200.0
1810,VOXLAT0006010732024321906,325,1,55.97
1811,VOXLAT0006010732024322821,275,1,580.47
1812,VOXLAT0006010732024324694,228,2,194.99
1813,VOXLAT0006010732024324736,190,1,120.32
1814,VOXLAT0006010732024326285,264,3,136.3
1815,VOXLAT0006010732024329867,291,1,199.99
1816,VOXLAT0006010732024335195,280,7,667.9100000000001
1817,VOXLAT0006010732024338561,256,1,901.01
1818,VOXLAT0006010732024340963,121,1,89.99
1819,VOXLAT0006010732024341136,177,1,865.39
1820,VOXLAT0006010732024341144,62,8,463.7
1821,VOXLAT0006010732024343231,222,1,707.99
1822,VOXLAT0006010732024343942,30,3,1921.44
1823,VOXLAT0006010732024344155,131,35,3498.3599999999997
1824,VOXLAT0006010732024345392,282,1,199.99
1825,VOXLAT0006010732024346697,111,1,26.6
1826,VOXLAT0006010732024347042,257,1,59.99
1827,VOXLAT0006010732024350509,348,1,314.61
1828,VOXLAT0006010732024350517,301,2,289.98
1829,VOXLAT0006010732024353248,108,2,181.09
1830,VOXLAT0006010732024353289,34,3,576.73
1831,VOXLAT0006010732024354105,28,1,169.95
1832,VOXLAT0006010732024354741,245,1,264.2
1833,VOXLAT0006010732024355136,173,1,50.19
1834,VOXLAT0006010732024356068,296,1,36.99
1835,VOXLAT0006010732024356449,119,26,1781.85
1836,VOXLAT0006010732024360474,203,1,11.45
1837,VOXLAT0006010732024361654,70,6,688.54
1838,VOXLAT0006010732024364229,175,1,90.0
1839,VOXLAT0006010732024365192,113,2,147.99
1840,VOXLAT0006010732024365788,201,1,200.0
1841,VOXLAT0006010732024367156,144,1,503.36
1842,VOXLAT0006010732024367347,287,1,150.94
1843,VOXLAT0006010732024367487,152,1,189.99
1844,VOXLAT0006010732024367636,137,1,60.0
1845,VOXLAT0006010732024369467,339,1,848.78
1846,VOXLAT0006010732024370267,312,1,122.49
1847,VOXLAT0006010732024371570,180,1,546.69
1848,VOXLAT0006010732024373428,73,2,204.97
1849,VOXLAT0006010732024376363,33,16,1562.73
1850,VOXLAT0006010732024378807,285,11,1046.8899999999999
1851,VOXLAT0006010732024379029,153,1,15.01
1852,VOXLAT0006010732024380316,170,1,352.0
1853,VOXLAT0006010732024382593,35,1,38.71
1854,VOXLAT0006010732024383856,157,1,65.91
1855,VOXLAT0006010732024383880,257,1,64.9
1856,VOXLAT0006010732024386206,186,1,294.94
1857,VOXLAT0006010732024387261,83,2,157.7
1858,VOXLAT0006010732024390547,331,1,129.95
1859,VOXLAT0006010732024391925,334,1,200.2
1860,VOXLAT0006010732024392741,219,1,283.93
1861,VOXLAT0006010732024392816,140,2,138.94
1862,VOXLAT0006010732024393194,213,1,98.0
1863,VOXLAT0006010732024393202,126,1,99.9
1864,VOXLAT0006010732024393541,161,1,75.2
1865,VOXLAT0006010732024394747,343,1,323.1
1866,VOXLAT0006010732024394945,315,4,395.01
1867,VOXLAT0006010732024396759,253,2,389.73
1868,VOXLAT0006010732024399472,157,1,458.0
1869,VOXLAT0006010732024402565,99,1,309.8
1870,VOXLAT0006010732024403621,308,1,240.0
1871,VOXLAT0006010732024407226,239,1,490.68
1872,VOXLAT0006010732024408885,221,1,395.0
1873,VOXLAT0006010732024410014,18,1,34.44
1874,VOXLAT0006010732024411665,210,1,87.46
1875,VOXLAT0006010732024413349,307,1,45.0
1876,VOXLAT0006010732024414123,124,4,309.9
1877,VOXLAT0006010732024415047,347,1,21.45
1878,VOXLAT0006010732024417480,151,2,162.73
1879,VOXLAT0006010732024418223,347,1,171.88
1880,VOXLAT0006010732024420641,23,1,598.25
1881,VOXLAT0006010732024422183,321,1,87.0
1882,VOXLAT0006010732024422399,243,3,1005.85
1883,VOXLAT0006010732024422613,297,1,109.99
1884,VOXLAT0006010732024424833,245,4,384.96999999999997
1885,VOXLAT0006010732024426473,149,1,135.97
1886,VOXLAT0006010732024427174,279,1,310.0
1887,VOXLAT0006010732024431804,186,6,323.93
1888,VOXLAT0006010732024432877,32,1,76.99
1889,VOXLAT0006010732024433123,168,1,100.0
1890,VOXLAT0006010732024436332,12,1,366.88
1891,VOXLAT0006010732024437827,113,1,345.39
1892,VOXLAT0006010732024439823,72,1,89.95
1893,VOXLAT0006010732024442082,14,1,57.84
1894,VOXLAT0006010732024444880,334,2,173.58
1895,VOXLAT0006010732024445317,83,1,71.99
1896,VOXLAT0006010732024445382,11,1,89.99
1897,VOXLAT0006010732024449368,294,4,460.16
1898,VOXLAT0006010732024451356,59,1,87.19
1899,VOXLAT0006010732024452958,217,2,236.99
1900,VOXLAT0006010732024453469,133,13,928.6200000000001
1901,VOXLAT0006010732024453691,84,5,381.36
1902,VOXLAT0006010732024456306,176,2,563.86
1903,VOXLAT0006010732024456546,321,1,39.16
1904,VOXLAT0006010732024457148,309,1,129.95
1905,VOXLAT0006010732024457163,325,1,450.52
1906,VOXLAT0006010732024459102,97,1,486.29
1907,VOXLAT0006010732024459623,320,1,169.99
1908,VOXLAT0006010732024460951,275,1,184.98
1909,VOXLAT0006010732024461991,128,1,104.92
1910,VOXLAT0006010732024463039,48,2,355.97
1911,VOXLAT0006010732024463492,93,1,430.21
1912,VOXLAT0006010732024465364,338,2,90.86
1913,VOXLAT0006010732024466123,172,2,144.98
1914,VOXLAT0006010732024466529,32,1,35.24
1915,VOXLAT0006010732024470281,247,1,59.99
1916,VOXLAT0006010732024474820,282,1,110.42
1917,VOXLAT0006010732024478094,41,1,101.95
1918,VOXLAT0006010732024479043,297,1,212.63
1919,VOXLAT0006010732024481312,88,2,194.99
1920,VOXLAT0006010732024482195,314,2,831.5
1921,VOXLAT0006010732024483110,130,2,87.96
1922,VOXLAT0006010732024489018,83,7,727.9100000000001
1923,VOXLAT0006010732024489588,36,1,138.09
1924,VOXLAT0006010732024490214,225,1,139.99
1925,VOXLAT0006010732024491253,194,1,200.0
1926,VOXLAT0006010732024491683,234,1,682.42
1927,VOXLAT0006010732024492046,184,20,2004.81
1928,VOXLAT0006010732024493390,83,12,1439.8799999999999
1929,VOXLAT0006010732024493770,308,2,136.95
1930,VOXLAT0006010732024495734,304,2,114.49
1931,VOXLAT0006010732024496690,111,21,2107.58
1932,VOXLAT0006010732024497193,265,7,280.54
1933,VOXLAT0006010732024498217,11,3,509.9
1934,VOXLAT0006010732024498407,265,1,303.37
1935,VOXLAT0006010732024500541,222,1,181.03
1936,VOXLAT0006010732024500830,120,1,259.68
1937,VOXLAT0006010732024500962,322,1,357.79
1938,VOXLAT0006010732024502307,306,1,257.97
1939,VOXLAT0006010732024503883,73,1,220.0
1940,VOXLAT0006010732024504683,335,1,47.39
1941,VOXLAT0006010732024505367,149,15,1916.4
1942,VOXLAT0006010732024505441,215,1,79.9
1943,VOXLAT0006010732024506597,297,1,339.93
1944,VOXLAT0006010732024507355,87,2,665.14
1945,VOXLAT0006010732024507447,33,1,160.76
1946,VOXLAT0006010732024507694,294,1,41.9
1947,VOXLAT0006010732024509146,310,2,474.20000000000005
1948,VOXLAT0006010732024509922,195,1,329.8
1949,VOXLAT0006010732024510235,19,1,420.58
1950,VOXLAT0006010732024510946,105,6,718.0600000000001
1951,VOXLAT0006010732024511530,145,1,335.16
1952,VOXLAT0006010732024512843,101,1,332.68
1953,VOXLAT0006010732024513577,120,5,912.47
1954,VOXLAT0006010732024518345,299,1,13.75
1955,VOXLAT0006010732024519426,258,1,52.47
1956,VOXLAT0006010732024521018,183,6,1040.1
1957,VOXLAT0006010732024521109,126,2,647.14
1958,VOXLAT0006010732024521554,255,2,270.16999999999996
1959,VOXLAT0006010732024522750,254,1,901.5
1960,VOXLAT0006010732024523295,61,1,160.69
1961,VOXLAT0006010732024524392,285,3,367.98
1962,VOXLAT0006010732024526371,134,3,1195.81
1963,VOXLAT0006010732024531496,346,1,280.0
1964,VOXLAT0006010732024533393,266,2,500.70000000000005
1965,VOXLAT0006010732024535760,118,2,115.97999999999999
1966,VOXLAT0006010732024536164,112,1,44.99
1967,VOXLAT0006010732024542899,145,3,594.78
1968,VOXLAT0006010732024545165,268,1,569.0
1969,VOXLAT0006010732024545538,260,1,284.14
1970,VOXLAT0006010732024547773,294,4,261.43
1971,VOXLAT0006010732024548748,52,4,1142.37
1972,VOXLAT0006010732024549522,10,8,531.11
1973,VOXLAT0006010732024550918,95,1,209.85
1974,VOXLAT0006010732024551262,333,1,307.15
1975,VOXLAT0006010732024551668,43,1,875.6
1976,VOXLAT0006010732024551957,317,2,72.98
1977,VOXLAT0006010732024554175,114,4,591.83
1978,VOXLAT0006010732024554787,93,2,581.99
1979,VOXLAT0006010732024556337,276,5,310.37
1980,VOXLAT0006010732024562129,326,1,75.97
1981,VOXLAT0006010732024563614,274,1,376.18
1982,VOXLAT0006010732024566229,149,2,270.97
1983,VOXLAT0006010732024566823,196,12,991.77
1984,VOXLAT0006010732024567151,118,2,342.09000000000003
1985,VOXLAT0006010732024567896,204,1,161.6
1986,VOXLAT0006010732024569025,125,1,167.83
1987,VOXLAT0006010732024569157,223,1,55.0
1988,VOXLAT0006010732024574843,83,4,353.96
1989,VOXLAT0006010732024577077,178,1,5.97
1990,VOXLAT0006010732024577093,260,2,677.01
1991,VOXLAT0006010732024585518,93,1,384.0
1992,VOXLAT0006010732024585658,347,1,96.0
1993,VOXLAT0006010732024585997,77,3,148.07
1994,VOXLAT0006010732024587688,164,2,618.1800000000001
1995,VOXLAT0006010732024587811,255,1,422.78
1996,VOXLAT0006010732024590617,16,1,60.12
1997,VOXLAT0006010732024591557,249,1,44.87
1998,VOXLAT0006010732024593991,70,1,167.99
1999,VOXLAT0006010732024594452,84,1,77.86
2000,VOXLAT0006010732024597497,210,7,713.6
2001,VOXLAT0006010732024598677,142,1,222.93
2002,VOXLAT0006010732024602826,131,2,582.52
2003,VOXLAT0006010732024604442,33,1,320.35
2004,VOXLAT0006010732024604509,16,1,31.45
2005,VOXLAT0006010732024605134,189,1,99.99
2006,VOXLAT0006010732024605431,181,1,520.0
2007,VOXLAT0006010732024609714,290,1,100.0
2008,VOXLAT0006010732024609797,71,1,40.0
2009,VOXLAT0006010732024610118,252,10,1239.51
2010,VOXLAT0006010732024610647,93,1,87.6
2011,VOXLAT0006010732024613260,219,2,1097.06
2012,VOXLAT0006010732024613526,128,1,89.95
2013,VOXLAT0006010732024614102,289,1,84.47
2014,VOXLAT0006010732024616248,106,3,488.46
2015,VOXLAT0006010732024616362,266,2,174.98
2016,VOXLAT0006010732024620174,193,1,58.4
2017,VOXLAT0006010732024624358,20,11,2077.38
2018,VOXLAT0006010732024627765,60,2,905.27
2019,VOXLAT0006010732024628771,136,2,346.7
2020,VOXLAT0006010732024628839,25,1,166.34
2021,VOXLAT0006010732024628854,306,1,139.99
2022,VOXLAT0006010732024629449,330,1,45.93
2023,VOXLAT0006010732024629852,134,2,934.83
2024,VOXLAT0006010732024633789,343,1,259.0
2025,VOXLAT0006010732024636683,240,2,521.52
2026,VOXLAT0006010732024637467,95,1,284.4
2027,VOXLAT0006010732024638325,196,1,129.9
2028,VOXLAT0006010732024642236,313,1,149.78
2029,VOXLAT0006010732024642848,133,25,2059.7
2030,VOXLAT0006010732024643309,95,1,27.99
2031,VOXLAT0006010732024645916,308,7,797.53
2032,VOXLAT0006010732024648696,225,1,81.46
2033,VOXLAT0006010732024650056,219,1,75.9
2034,VOXLAT0006010732024652086,320,1,43.06
2035,VOXLAT0006010732024653118,134,1,91.03
2036,VOXLAT0006010732024653381,234,1,39.98
2037,VOXLAT0006010732024654090,157,1,202.68
2038,VOXLAT0006010732024654967,206,1,285.58
2039,VOXLAT0006010732024655220,266,1,111.6
2040,VOXLAT0006010732024655402,198,1,250.0
2041,VOXLAT0006010732024655576,193,1,500.0
2042,VOXLAT0006010732024656558,44,1,352.12
2043,VOXLAT0006010732024656590,250,3,980.6700000000001
2044,VOXLAT0006010732024657358,105,1,206.38
2045,VOXLAT0006010732024662762,224,3,257.98
2046,VOXLAT0006010732024664131,62,2,115.97999999999999
2047,VOXLAT0006010732024665872,214,1,397.04
2048,VOXLAT0006010732024667548,91,7,525.9399999999999
2049,VOXLAT0006010732024668504,307,1,21.0
2050,VOXLAT0006010732024669163,348,2,699.0
2051,VOXLAT0006010732024669726,216,2,659.69
2052,VOXLAT0006010732024671565,226,1,25.99
2053,VOXLAT0006010732024672415,285,1,157.43
2054,VOXLAT0006010732024674270,325,1,44.48
2055,VOXLAT0006010732024675624,285,1,17.0
2056,VOXLAT0006010732024676721,71,1,166.62
2057,VOXLAT0006010732024678065,258,2,186.84
2058,VOXLAT0006010732024678396,259,1,99.62
2059,VOXLAT0006010732024678552,218,1,178.0
2060,VOXLAT0006010732024680301,94,1,48.99
2061,VOXLAT0006010732024681861,108,1,307.05
2062,VOXLAT0006010732024687181,164,1,294.84
2063,VOXLAT0006010732024687694,95,5,473.56
2064,VOXLAT0006010732024688189,201,1,412.9
2065,VOXLAT0006010732024688643,102,9,1100.93
2066,VOXLAT0006010732024688726,129,1,419.16
2067,VOXLAT0006010732024691134,23,1,31.99
2068,VOXLAT0006010732024691423,293,1,61.31
2069,VOXLAT0006010732024692256,325,1,187.48
2070,VOXLAT0006010732024692520,14,5,699.62
2071,VOXLAT0006010732024694757,349,1,94.95
2072,VOXLAT0006010732024698055,81,4,369.67
2073,VOXLAT0006010732024699186,213,1,47.34
2074,VOXLAT0006010732024699418,264,1,109.95
2075,VOXLAT0006010732024699665,336,2,217.99
2076,VOXLAT0006010732024700893,51,1,359.99
2077,VOXLAT0006010732024702196,162,1,31.49
2078,VOXLAT0006010732024702543,44,2,609.9
2079,VOXLAT0006010732024703046,194,1,52.61
2080,VOXLAT0006010732024704515,132,1,710.58
2081,VOXLAT0006010732024706502,330,1,310.0
2082,VOXLAT0006010732024707443,13,1,405.19
2083,VOXLAT0006010732024708961,121,2,214.63
2084,VOXLAT0006010732024709472,71,1,254.92
2085,VOXLAT0006010732024711023,143,2,443.43
2086,VOXLAT0006010732024715917,326,1,134.99
2087,VOXLAT0006010732024719158,242,2,240.92000000000002
2088,VOXLAT0006010732024720685,298,1,1237.06
2089,VOXLAT0006010732024721873,138,1,161.99
2090,VOXLAT0006010732024722673,105,3,319.98
2091,VOXLAT0006010732024722897,331,2,334.0
2092,VOXLAT0006010732024725312,330,1,310.0
2093,VOXLAT0006010732024725999,140,2,916.75
2094,VOXLAT0006010732024727979,257,3,479.70000000000005
2095,VOXLAT0006010732024728142,258,2,182.4
2096,VOXLAT0006010732024729371,92,2,412.1
2097,VOXLAT0006010732024730023,110,7,630.87
2098,VOXLAT0006010732024730387,64,1,351.0
2099,VOXLAT0006010732024731195,307,1,235.25
2100,VOXLAT0006010732024731617,319,1,368.0
2101,VOXLAT0006010732024734504,244,1,9.99
